0.114270,0.426813,3.300403,-6.346220,9.646623,3.951820,5.384538,2.320461,1.948922,-0.609847,-0.259673,2.323273,5.397596,0.273800,0.152778,0.944444,-0.005049,0.482698,2.578484,-4.060037,6.638521,3.126171,3.679673,1.918247,1.647227,-0.495946,-0.957918,1.918254,3.679698,0.226068,0.152778,0.972222,0.049075,0.141147,2.355272,-1.548541,3.903813,1.812572,1.068843,1.033848,0.889974,0.189076,-1.007981,1.035013,1.071251,0.121977,0.111111,0.930556,2.944116,4.504461,1.669670,1.326011,0.081909,1.040564,0.605712,2.000000
-0.182995,-0.058043,3.250738,-3.072008,6.322746,1.940136,1.806022,1.343883,1.097467,0.236015,-0.333889,1.356285,1.839509,0.159840,0.222222,0.930556,-0.043408,0.173522,3.449268,-4.522696,7.971964,2.095627,3.507361,1.872795,1.463867,-0.249500,-0.072276,1.873298,3.509245,0.220770,0.250000,0.972222,0.012744,-0.302970,3.486132,-2.399176,5.885308,2.104009,2.287852,1.512565,1.273487,0.529520,-0.661263,1.512618,2.288015,0.178264,0.138889,0.944444,2.586640,3.821313,1.821019,1.457383,1.970773,1.230278,0.932392,0.000000
0.108753,0.054980,3.420636,-3.088219,6.508855,2.828221,3.443440,1.855651,1.592477,0.014262,-1.086071,1.858835,3.455267,0.219066,0.208333,0.916667,0.003611,-0.129970,2.770954,-3.470277,6.241231,2.311033,2.525873,1.589300,1.331492,-0.142142,-0.698005,1.589304,2.525886,0.187301,0.166667,0.958333,0.084011,-0.047976,2.419596,-1.742129,4.161725,1.277127,0.981179,0.990545,0.784195,0.716490,-0.083380,0.994101,0.988237,0.117156,0.222222,0.958333,2.463976,3.696684,1.642329,1.021392,0.208899,0.973735,0.388879,1.000000
0.069408,-0.071047,2.257379,-1.552685,3.810064,1.208805,0.797949,0.893280,0.722360,0.284546,-0.286700,0.895972,0.802767,0.105591,0.222222,0.944444,0.003910,0.131287,1.916631,-2.443232,4.359862,1.510496,1.543035,1.242190,1.017562,-0.432284,-0.681398,1.242196,1.543050,0.146394,0.166667,0.972222,0.049963,0.166663,3.116970,-2.106422,5.223392,1.783192,1.534937,1.238926,1.038206,0.258176,-0.298005,1.239933,1.537433,0.146127,0.111111,0.958333,1.798771,2.779221,1.006093,0.767714,0.189254,0.954332,0.416385,1.000000
0.071596,0.039679,3.892115,-3.152596,7.044710,3.089924,3.647086,1.909735,1.540925,0.227112,-0.927090,1.911076,3.652212,0.225222,0.166667,0.930556,0.024792,0.157333,1.402867,-1.680995,3.083862,0.945293,0.738974,0.859636,0.698823,-0.289880,-0.750246,0.859993,0.739588,0.101351,0.194444,0.958333,-0.010627,-0.012520,0.971249,-1.007830,1.979078,0.537178,0.164010,0.404981,0.319004,-0.060018,0.101893,0.405120,0.164123,0.047744,0.208333,0.888889,1.949309,2.561517,1.178958,0.809094,0.064211,0.675954,1.138902,1.000000
0.014837,-0.066736,2.695969,-3.369092,6.065061,1.936964,2.347327,1.532099,1.213591,-0.199683,-0.426479,1.532171,2.347547,0.180568,0.166667,0.958333,-0.141785,-0.271759,2.120076,-2.625154,4.745229,1.774350,1.570941,1.253372,1.000032,0.118553,-0.640439,1.261366,1.591044,0.148653,0.125000,0.958333,0.031667,-0.028088,1.401267,-1.196171,2.597438,0.741662,0.379486,0.616024,0.485596,0.371760,-0.127703,0.616838,0.380489,0.072695,0.125000,0.972222,1.867238,2.715164,1.051819,0.893050,0.898402,1.970905,0.783154,1.000000
-0.045644,0.022140,2.063595,-2.287415,4.351010,1.342685,1.169394,1.081385,0.853246,-0.057053,-0.553803,1.082348,1.171477,0.127556,0.222222,0.944444,0.074390,-0.560232,3.585979,-2.575825,6.161804,3.058808,3.591724,1.895184,1.683965,0.334035,-1.241192,1.896644,3.597258,0.223522,0.222222,0.944444,0.029252,0.153117,1.914937,-2.432260,4.347197,1.214887,0.946231,0.972744,0.763793,-0.343296,-0.415299,0.973184,0.947087,0.114691,0.166667,0.930556,2.269899,3.297207,1.546511,1.281918,1.495874,0.191843,0.682210,0.000000
0.017139,-0.089101,4.185883,-3.449580,7.635463,3.569801,4.694116,2.166591,1.873742,0.131343,-1.026493,2.166659,4.694409,0.255343,0.152778,0.958333,0.007354,0.346435,3.680386,-4.017474,7.697860,2.375675,2.386666,1.544884,1.239190,-0.332616,0.158639,1.544901,2.386720,0.182068,0.152778,0.958333,-0.015436,-0.064649,4.257489,-3.541837,7.799325,2.216659,2.956873,1.719556,1.355787,0.215736,-0.121953,1.719625,2.957112,0.202660,0.194444,0.972222,2.997001,4.469775,1.823725,1.121154,0.292044,0.696227,1.637590,1.000000
-0.040591,0.373331,2.831745,-3.604004,6.435749,2.456670,2.564359,1.601362,1.307531,-0.485988,-0.596195,1.601876,2.566007,0.188783,0.138889,0.958333,-0.071878,-0.331616,1.774251,-1.874996,3.649246,1.711759,0.986688,0.993322,0.860897,0.209545,-1.025544,0.995919,0.991854,0.117370,0.125000,0.944444,-0.005093,-0.043348,1.930625,-2.020665,3.951290,1.371878,1.112486,1.054745,0.857614,0.020316,-0.670283,1.054757,1.112512,0.124304,0.194444,0.958333,2.022082,3.024660,1.191245,0.901595,1.490791,1.869098,1.061586,2.000000
-0.021169,0.062218,2.883437,-2.710810,5.594247,2.806726,2.772163,1.664981,1.467609,-0.004978,-1.308326,1.665116,2.772611,0.196236,0.152778,0.944444,0.019725,-0.171926,2.337886,-1.912600,4.250486,1.102742,0.930823,0.964792,0.762745,0.567139,0.133982,0.964993,0.931212,0.113726,0.166667,0.944444,0.127146,0.288750,1.690439,-3.129876,4.820315,1.409283,1.098986,1.048325,0.802459,-0.896606,0.996521,1.056008,1.115152,0.124452,0.138889,0.972222,2.066432,3.041500,1.091746,0.839390,1.162340,0.848734,0.024928,1.000000
-0.058435,0.108521,1.737089,-2.516632,4.253721,1.608522,1.340152,1.157650,0.967003,-0.423006,-0.706686,1.159123,1.343567,0.136604,0.152778,0.944444,0.108182,-0.286273,2.814210,-1.954408,4.768619,2.249274,1.640381,1.280773,1.141576,0.223055,-1.147077,1.285334,1.652084,0.151478,0.166667,0.944444,0.103629,-0.163358,2.914739,-1.777043,4.691781,1.663855,1.335187,1.155503,0.936205,0.626785,-0.378228,1.160141,1.345926,0.136724,0.208333,0.958333,1.979611,3.016661,1.160977,0.950453,1.363398,0.327229,0.355546,2.000000
0.053824,0.513662,3.815447,-4.017982,7.833429,2.688020,4.178122,2.044045,1.665119,-0.290217,-0.686286,2.044754,4.181019,0.240977,0.166667,0.972222,0.146813,0.102960,4.982883,-4.014049,8.996933,3.338557,5.627888,2.372317,2.010708,0.362377,-0.677387,2.376856,5.649442,0.280115,0.083333,0.972222,-0.003916,-0.014275,1.155240,-1.512261,2.667500,1.003911,0.461409,0.679271,0.557194,-0.261408,-0.593075,0.679282,0.461424,0.080054,0.222222,0.944444,3.010037,4.242258,1.709135,1.277391,0.655894,0.061403,1.025034,0.000000
0.027816,-0.031890,0.855611,-0.788917,1.644527,0.617150,0.146924,0.383307,0.314505,0.129338,-0.665386,0.384315,0.147698,0.045292,0.194444,0.958333,-0.077428,-0.457374,2.850597,-1.949650,4.800247,1.813983,1.757777,1.325812,1.097829,0.551171,-0.745203,1.328071,1.763772,0.156515,0.166667,0.972222,0.023449,0.068115,0.863943,-0.659916,1.523859,0.507100,0.135655,0.368314,0.303946,0.032278,-0.494541,0.369059,0.136205,0.043494,0.152778,0.902778,1.282761,1.731250,0.750750,0.498836,0.674851,1.905069,0.725906,2.000000
-0.000165,0.000579,0.198668,-0.346163,0.544830,0.101816,0.012526,0.111918,0.077051,-0.885173,1.649391,0.111918,0.012526,0.013190,0.166667,0.930556,0.002519,-0.008155,0.462100,-0.631351,1.093451,0.064648,0.027100,0.164619,0.095682,-0.192428,4.065024,0.164639,0.027106,0.019403,0.208333,0.916667,-0.001351,0.022336,0.155730,-0.439380,0.595110,0.059700,0.012145,0.110203,0.067201,-2.258918,6.029779,0.110211,0.012146,0.012988,0.180556,0.930556,0.162898,0.239103,0.108101,0.123091,1.057697,0.120179,1.471791,2.000000
0.139782,-0.318934,2.566946,-1.619275,4.186221,2.300361,1.665489,1.290538,1.139778,0.447876,-1.162772,1.298086,1.685028,0.152981,0.138889,0.930556,-0.065468,-1.075754,3.080151,-2.833441,5.913591,4.384511,4.435791,2.106132,1.990614,0.144516,-1.678550,2.107149,4.440078,0.248330,0.138889,0.944444,0.024032,0.010129,2.522439,-2.248372,4.770811,1.810585,1.246651,1.116535,0.944452,0.242948,-0.795909,1.116794,1.247229,0.131615,0.152778,0.930556,2.664369,4.057811,1.316072,0.947020,0.105185,1.419093,0.846159,1.000000
0.340855,0.797179,8.216202,-8.595840,16.812041,2.752932,10.165834,3.188391,2.276656,-0.340954,1.208984,3.206558,10.282016,0.377897,0.152778,0.944444,0.282608,0.178453,6.903770,-5.404134,12.307904,3.827513,6.424959,2.534750,2.144077,0.237780,-0.430218,2.550456,6.504826,0.300574,0.097222,0.958333,-0.744253,-0.195861,4.443351,-6.874063,11.317415,2.584697,4.356100,2.087127,1.585250,-0.620781,1.133637,2.215855,4.910012,0.261141,0.152778,0.930556,4.065748,5.965313,1.949259,1.216062,0.606405,0.673664,1.859411,1.000000
0.035469,-0.075037,1.256246,-1.100890,2.357136,1.270623,0.463746,0.680989,0.607315,0.061209,-1.199728,0.681912,0.465004,0.080364,0.166667,0.916667,0.130232,0.285525,2.150624,-1.944222,4.094846,2.835001,2.026555,1.423571,1.289910,0.010845,-1.523475,1.429516,2.043516,0.168470,0.166667,0.972222,0.025938,0.161768,2.001082,-2.053743,4.054826,1.516611,1.100656,1.049121,0.868576,-0.424440,-0.846153,1.049442,1.101328,0.123678,0.152778,0.958333,1.822655,2.772533,1.041814,0.566516,0.741938,0.052482,0.811287,1.000000
-0.094286,-0.070716,1.884205,-2.353256,4.237461,1.820194,1.159012,1.076574,0.894731,-0.292855,-0.867226,1.080695,1.167902,0.127361,0.194444,0.944444,0.114031,0.190301,3.293627,-2.824813,6.118440,2.324896,2.573921,1.604345,1.285952,0.070326,-0.681282,1.608392,2.586925,0.189551,0.111111,0.972222,0.022277,0.204480,1.860773,-3.256793,5.117566,1.433216,1.447387,1.203074,0.927238,-0.770562,0.252938,1.203280,1.447883,0.141808,0.166667,0.972222,2.043014,3.125989,1.259094,1.119145,1.630126,0.237914,0.851118,0.000000
-0.035369,-0.759131,3.561437,-3.184827,6.746264,3.202455,3.256169,1.804486,1.582887,0.359643,-1.046825,1.804832,3.257420,0.212702,0.152778,0.916667,-0.117513,-0.090931,2.528389,-2.517758,5.046148,1.308912,1.016071,1.008003,0.772181,0.040989,0.386612,1.014830,1.029880,0.119599,0.277778,0.944444,-0.018235,-0.104326,1.189095,-1.563155,2.752251,0.904596,0.464632,0.681639,0.552651,0.044363,-0.605262,0.681883,0.464965,0.080361,0.180556,0.916667,2.031855,2.920879,1.252011,0.821597,1.285079,1.947169,1.146976,0.000000
-0.101924,-0.223653,2.034846,-2.061773,4.096619,1.675498,1.128744,1.062424,0.900802,0.115270,-0.960361,1.067302,1.139133,0.125783,0.138889,0.958333,-0.127395,-0.129715,3.023312,-3.592620,6.615932,2.727871,2.810913,1.676578,1.382248,0.123165,-0.814178,1.681411,2.827143,0.198156,0.152778,0.958333,-0.053121,0.095566,1.687925,-2.058984,3.746909,1.443129,0.840429,0.916749,0.770563,-0.247921,-0.808970,0.918287,0.843251,0.108221,0.222222,0.972222,2.042286,3.065517,1.144654,0.720605,1.594033,1.742478,1.309597,2.000000
